num_samples,mb_lb,mb_sampling,mb_lb_sampling
250,0.00000000000000000000002594181054984479522740820814,0.00000000000000000000002467744279715814232989040421,0.00000000000000000000001492055552613010960358073320
500,0.00000000000000000000002594181054984479522740820814,0.00000000000000000000001653707033843378428941875405,0.00000000000000000000001161897869174830856973535394
750,0.00000000000000000000002594181054984479522740820814,0.00000000000000000000001458569882071395947538501344,0.00000000000000000000001063493954117820380948408840
1000,0.00000000000000000000002594181054984479522740820814,0.00000000000000000000001305116968231295255062065298,0.00000000000000000000000996430686231567035930814921
1250,0.00000000000000000000002594181054984479522740820814,0.00000000000000000000001201109913864825077285085554,0.00000000000000000000000948861344962299312714397386
1500,0.00000000000000000000002594181054984479522740820814,0.00000000000000000000001117418939165698992230079608,0.00000000000000000000000898279328394837290943094174
1750,0.00000000000000000000002594181054984479522740820814,0.00000000000000000000001045662102454009033380598765,0.00000000000000000000000858295549190563597206765347
2000,0.00000000000000000000002594181054984479522740820814,0.00000000000000000000001009847743035755844006016631,0.00000000000000000000000839060871614447309159567394
2250,0.00000000000000000000002594181054984479522740820814,0.00000000000000000000000983511819284208768991375277,0.00000000000000000000000800350472614133832367187403
2500,0.00000000000000000000002594181054984479522740820814,0.00000000000000000000000933543934463542796160032617,0.00000000000000000000000780079661280916141746009167
2750,0.00000000000000000000002594181054984479522740820814,0.00000000000000000000000919689799897610588552672892,0.00000000000000000000000777694810771882566269398157
3000,0.00000000000000000000002594181054984479522740820814,0.00000000000000000000000913789714058728817014625558,0.00000000000000000000000763821172026175471794562606
3250,0.00000000000000000000002594181054984479522740820814,0.00000000000000000000000897361193289849499518249199,0.00000000000000000000000760454028937852116190592910
3500,0.00000000000000000000002594181054984479522740820814,0.00000000000000000000000899667650844552303375938691,0.00000000000000000000000753988189913566884366463554
3750,0.00000000000000000000002594181054984479522740820814,0.00000000000000000000000880816638174988558314393665,0.00000000000000000000000748431779599255774801749053
4000,0.00000000000000000000002594181054984479522740820814,0.00000000000000000000000857420794867446380201872164,0.00000000000000000000000735605366863664553587724811
4250,0.00000000000000000000002594181054984479522740820814,0.00000000000000000000000846626986624689931217978687,0.00000000000000000000000726877431450980522315192770
4500,0.00000000000000000000002594181054984479522740820814,0.00000000000000000000000842878555265980542838704733,0.00000000000000000000000719516790242677937527356246
4750,0.00000000000000000000002594181054984479522740820814,0.00000000000000000000000836794190623599619182217558,0.00000000000000000000000718563720785228350855907906
5000,0.00000000000000000000002594181054984479522740820814,0.00000000000000000000000829521697612653875784654910,0.00000000000000000000000722406516214524037256361439
5250,0.00000000000000000000002594181054984479522740820814,0.00000000000000000000000832165653377494418360589096,0.00000000000000000000000724595278215316593418684237
5500,0.00000000000000000000002594181054984479522740820814,0.00000000000000000000000831255459937137835640744112,0.00000000000000000000000713604173512286613537133454
5750,0.00000000000000000000002594181054984479522740820814,0.00000000000000000000000831174300499623794280398490,0.00000000000000000000000713979171349316758285108345
6000,0.00000000000000000000002594181054984479522740820814,0.00000000000000000000000830728166282262857512475630,0.00000000000000000000000713323859586601883450378039
6250,0.00000000000000000000002594181054984479522740820814,0.00000000000000000000000825630513924647664868295486,0.00000000000000000000000707854913535124778032025020
6500,0.00000000000000000000002594181054984479522740820814,0.00000000000000000000000823858280488867504391939207,0.00000000000000000000000711451114621569175497935958
6750,0.00000000000000000000002594181054984479522740820814,0.00000000000000000000000820445610627530666674075552,0.00000000000000000000000709919077423419777369066830
7000,0.00000000000000000000002594181054984479522740820814,0.00000000000000000000000817741287266422278826811281,0.00000000000000000000000708536511707099813690504795
7250,0.00000000000000000000002594181054984479522740820814,0.00000000000000000000000814358957889577982461592108,0.00000000000000000000000706731633598998501357480477
7500,0.00000000000000000000002594181054984479522740820814,0.00000000000000000000000809034768626023404613047788,0.00000000000000000000000699675969134842967627391541
7750,0.00000000000000000000002594181054984479522740820814,0.00000000000000000000000805033257343067430492592870,0.00000000000000000000000698129431743731627372571325
8000,0.00000000000000000000002594181054984479522740820814,0.00000000000000000000000804013905425800904810847373,0.00000000000000000000000696989994585969539593043225
8250,0.00000000000000000000002594181054984479522740820814,0.00000000000000000000000802352728687075018419494720,0.00000000000000000000000695251247002519474854317264
8500,0.00000000000000000000002594181054984479522740820814,0.00000000000000000000000794081324184316284672635403,0.00000000000000000000000693163689917894383273482052
8750,0.00000000000000000000002594181054984479522740820814,0.00000000000000000000000792692565920549865761451241,0.00000000000000000000000692246074842419437909015898
9000,0.00000000000000000000002594181054984479522740820814,0.00000000000000000000000790353879196821391855967389,0.00000000000000000000000689112501593965176639953847
9250,0.00000000000000000000002594181054984479522740820814,0.00000000000000000000000791045519301559414115613128,0.00000000000000000000000684257102191995942844131862
9500,0.00000000000000000000002594181054984479522740820814,0.00000000000000000000000788978280965394939747640425,0.00000000000000000000000683877627569900546855836303
9750,0.00000000000000000000002594181054984479522740820814,0.00000000000000000000000784882583572855754403830947,0.00000000000000000000000682441899697320505552507064
10000,0.00000000000000000000002594181054984479522740820814,0.00000000000000000000000786935148787178420026072777,0.00000000000000000000000684700696327441906854212331
10250,0.00000000000000000000002594181054984479522740820814,0.00000000000000000000000785330592569381190820721548,0.00000000000000000000000683607258969403167110659616
10500,0.00000000000000000000002594181054984479522740820814,0.00000000000000000000000786057664536601970811655318,0.00000000000000000000000686395945481989133225689049
10750,0.00000000000000000000002594181054984479522740820814,0.00000000000000000000000783016339212066856556776819,0.00000000000000000000000683884697405720482104150200
11000,0.00000000000000000000002594181054984479522740820814,0.00000000000000000000000779401795519527033068917496,0.00000000000000000000000682562332793846843121039482
11250,0.00000000000000000000002594181054984479522740820814,0.00000000000000000000000780569916957790989531200249,0.00000000000000000000000684797458832067955233307060
